Order,Show Bag,Location,Item,Price,Choose One in Show Bag
511,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,laundry bag for delicates,$2.50,
512,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,2 × silicone cupcake pans,$9.95,
513,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,CWA magazine (back issue),$3.00,
514,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,'Have a Cuppa on Us' teabag,$0.20,
515,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,CWA information,$0.00,
516,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,CWA B&B information,$0.00,
517,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,Dr Teal's Pure Epsom Salt Soaking Solution and Foaming Bath Salts,$15.99,
518,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,227g The Healing Garden hand/body lotion,$17.99,
519,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,2 × cakes soap,$2.50,
520,CWA Showbag,Country Women's Association of Victoria in the Public Grandstand,handmade lavender bag,$2.00,
521,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",16 × 12g Bite Size Dairy Milk,$9.60,
522,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 12g Dairy Milk Freddo,$2.80,
523,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 15g Bite Size Crunchie,$2.40,
524,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 15g Bite Size Boost,$2.40,
525,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 15g Bite Size Picnic,$2.40,
526,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 15g Bite Size Cherry Ripe,$2.40,
527,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",4 × 26g Curly Wurly,$2.80,
528,Cadbury Big Bite,"Stand T2, T1, A4, A2, B5, C1 in Showbag Pavilion",350g Dairy Milk,$9.99,
529,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",12 × 12g bite size dairy milk,$7.20,
530,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",15g bite size Crunchie,$0.60,
531,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",15g bite size Cherry Ripe,$0.60,
532,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",15g bite size Picnic,$0.60,
533,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",15g bite size Boost,$0.60,
534,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion","Optional, choose from one of:",,
535,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",Cadbury stress ball,$4.95,YES
536,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",Cadbury tumbler,$4.95,YES
537,Cadbury Dairy Milk,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",Cadbury puzzle cube,$4.95,YES
538,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",135g Cadbury Dairy Milk,$3.50,
539,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",2 × 26g Curly Wurly,$1.40,
540,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",2 × 15g Bite Size Crunchie,$1.20,
541,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",2 × 15g Bite Size Cherry Ripe,$1.20,
542,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",10 × 12g Bite Size Dairy Milk,$6.00,
543,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",2 × 15g Bite Size Boost,$1.20,
544,Cadbury Dairy Milk Superbag,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",2 × 15g Bite Size Picnic,$1.20,
545,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",16 × 12g Bite Size Dairy Milk,$9.60,
546,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 12g Dairy Milk Freddos,$2.80,
547,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 15g Bite Size Crunchie,$2.40,
548,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 15g Bite Size Boost,$2.40,
549,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 15g Bite Size Picnic,$2.40,
550,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 15g Bite Size Cherry Ripe,$2.40,
551,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 26g Curly Wurly,$2.80,
552,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion","Optional, choose from one of:",,
553,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",Cadbury 40cm giant ball,$5.95,YES
554,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",Cadbury cooler bag,$5.95,YES
555,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",Cadbury soccer ball,$5.95,YES
556,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",350g Dairy Milk,$5.95,YES
557,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",headphones,$5.95,YES
558,Cadbury Family Deal,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",Emoticon Slippers,$6.95,YES
559,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",320g Box Cadbury Favourites,$9.95,
560,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",135g Dairy Milk,$5.49,
561,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",135g Dairy Milk Fruit & Nut,$5.49,
562,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",6 × 12g Bite Size Dairy Milk,$3.60,
563,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",15g Bite Size Crunchie,$0.60,
564,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",15g Bite Size Cherry Ripe,$0.60,
565,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",15g Bite Size Picnic,$0.60,
566,Cadbury Favourites,"Stand T1, T2, B5, C1, A4 in Showbag Pavilion",15g Bite Size Boost,$0.60,
567,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",150g Roses,$5.99,
568,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",150g Cadbury Flake Bites,$4.29,
569,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",135g Cadbury Dairy Milk Fruit & Nut,$5.49,
570,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",135g Cadbury Dairy Milk Hazelnut,$5.49,
571,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",135g Cadbury Dairy Milk,$5.49,
572,Cadbury Indulgence,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",5 × 12g Bite Size Dairy Milk,$3.00,
573,Cadbury Special Treats,"Stand T1, A4, B5, C1 in Showbag Pavilion",7 × 12g Bite Size Dairy Milk,$4.20,
574,Cadbury Special Treats,"Stand T1, A4, B5, C1 in Showbag Pavilion",15g Bite Size Picnic,$0.60,
575,Cadbury Special Treats,"Stand T1, A4, B5, C1 in Showbag Pavilion",15g Bite Size Crunchie,$0.60,
576,Cadbury Special Treats,"Stand T1, A4, B5, C1 in Showbag Pavilion",15g Bite Size Cherry Ripe,$0.60,
577,Cadbury Special Treats,"Stand T1, A4, B5, C1 in Showbag Pavilion",15g Bite Size Boost,$0.60,
578,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,10g Flip the Tree Frog peppermint,$0.20,
579,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,2 × 10g Blinky Bill chocolate honeycomb,$0.40,
580,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,10 × 3g Fizzy Friends,$2.00,
581,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,10 × 10g Fizzy Splash bars,$1.00,
582,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,5 × 12g Wizz Fizz Sherbets,$2.00,
583,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,10 × 3.7g Fruit Treat chews,$2.00,
584,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,10 × 4g Tiger gums,$1.00,
585,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,"Optional, choose from one of:",,
586,Candy Craze Super Bag,Stand B4 in Showbag Pavilion,licensed art set,$10.95,YES
587,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,candy bag,$0.00,
588,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,20 × 4.5g Fizzy Friends candy,$4.00,
589,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,lollipop bag,$0.00,
590,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,6 × 10g Little Ripper Fruit Pops,$2.00,
591,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,bubblegum bag,$0.00,
592,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,20 × 4g Tiger gums,$4.00,
593,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,Sticks n Bars bag,$0.00,
594,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,10 × Fizzy Treat chews,$2.00,
595,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,10 × Fizzy Splash bars,$2.00,
596,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,sherbet bag,$0.00,
597,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,5 × Wizz Fizz Sherbets,$1.95,
598,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,chocolate bag,$0.00,
599,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,4 × 10g Blinky Bill chocolate honeycomb,$0.40,
600,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,"Optional, choose from one of:",,
601,CandyWorld 6 in 1 Bag,Stand B4 in Showbag Pavilion,inflatable soccer ball with elastic strap,$3.00,YES
602,Captain America,Stand B6 in Showbag Pavilion,Captain America cap,$14.95,
603,Captain America,Stand B6 in Showbag Pavilion,600ml Captain America tumbler,$4.95,
604,Captain America,Stand B6 in Showbag Pavilion,Captain America lenticular poster,$9.95,
605,Captain America,Stand B6 in Showbag Pavilion,Captain America PVC rubber shield logo key ring,$5.95,
606,Captain America,Stand B6 in Showbag Pavilion,Captain America playing cards,$9.95,
607,Captain America,Stand B6 in Showbag Pavilion,"Optional, choose from one of:",,
608,Captain America,Stand B6 in Showbag Pavilion,Captain America t-shirt,$19.95,YES
609,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Non Woven Bag,$3.95,
610,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Tattoos,$2.95,
611,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Sticker Book,$3.95,
612,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Nerd Glasses,$3.95,
613,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Ants,$2.95,
614,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Cockroach,$2.95,
615,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Egg,$2.95,
616,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Toilet Putty,$2.95,
617,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Doggie Doo,$2.95,
618,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Boogers,$3.95,
619,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Snot,$2.95,
620,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Flies,$2.95,
621,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Worm,$2.95,
622,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Cape Drawstring Bag,$9.95,
623,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",3 × Captain Underpants Books,$32.97,
624,Captain Underpants,"Stand A2, A4, B5, C1, T1, T2 in Showbag Pavilion",Captain Underpants Stationery Set,$4.95,
625,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",7 × 15g Caramello Koala,$4.90,
626,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",2 × 12g Dairy Milk Freddo,$1.40,
627,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",2 × 12g Milky Top Freddo,$1.40,
628,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion","Optional, choose from one of:",,
629,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",Caramello tumbler,$4.95,YES
630,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",Caramello puzzle cube,$4.95,YES
631,Caramello Koala,"Stand T1, T2, A4, A2, B5, C1 in Showbag Pavilion",handball,$4.95,YES
632,Caramello Superbag,"Stand B5, C1, A4, A2, T1, T2 in Showbag Pavilion",2 × 35g Caramello Koala,$2.00,
633,Caramello Superbag,"Stand B5, C1, A4, A2, T1, T2 in Showbag Pavilion",12 × 15g Caramello Koala,$8.40,
634,Caramello Superbag,"Stand B5, C1, A4, A2, T1, T2 in Showbag Pavilion",2 × 12g Dairy Milk Freddo,$1.40,
635,Caramello Superbag,"Stand B5, C1, A4, A2, T1, T2 in Showbag Pavilion",2 × 26g Curly Wurly,$1.40,
636,Caramello Superbag,"Stand B5, C1, A4, A2, T1, T2 in Showbag Pavilion",30g Caramel Chomp,$0.70,
637,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars Wheel carry case,$15.95,
638,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars bunting,$5.95,
639,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars stampers,$3.95,
640,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars license plate,$5.95,
641,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars racing cap,$9.95,
642,Cars 3 Bag,"Stand A5, B2 in Showbag Pavilion",Cars 18cm Lightning McQueen soft toy,$9.95,
643,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",barrel bag,$12.95,
644,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",hair bow,$2.95,
645,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",headband,$2.95,
646,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",keychain,$2.95,
647,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",lanyard,$3.95,
648,Cheerleader Bag,"Stand B2, A5 in Showbag Pavilion",bracelet,$5.95,
649,Cherry Ripe,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",10 × 15g Bite Size Cherry Ripe,$6.00,
650,Cherry Ripe,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",4 × 12g Bite Size Dairy Milk,$2.40,
651,Cherry Ripe,"Stand C1, B5, A2, A4, T2, T1 in Showbag Pavilion",Cherry Ripe tumbler,$4.95,
652,Cherry Ripe $10,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",150g Cherry Ripe Bites,$3.50,
653,Cherry Ripe $10,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",52g Cherry Ripe,$1.90,
654,Cherry Ripe $10,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",12 × 15g Bite Size Cherry Ripe,$7.20,
655,Cherry Ripe $10,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",4 × 12g Bite Size Dairy Milk,$2.40,
656,Cherry Ripe $10,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",Cadbury stress ball,$4.95,
657,Cherry Ripe Treat,"Stand C1, B5, A4, T1 in Showbag Pavilion",6 × 15g Bite Size Cherry Ripe,$3.60,
658,Cherry Ripe Treat,"Stand C1, B5, A4, T1 in Showbag Pavilion",4 × 12g Bite Size Dairy Milk,$2.40,
659,Cherry Ripe Treat,"Stand C1, B5, A4, T1 in Showbag Pavilion",Cherry Ripe Pen,$1.95,
660,Chupa Chups,"Stand B5, C1, A4, A2, T2, T1 in Showbag Pavilion",8 × 12g Chupa Chups original,$2.80,
661,Chupa Chups,"Stand B5, C1, A4, A2, T2, T1 in Showbag Pavilion",2 × 12g Chupa Chups creamy,$0.70,
662,Chupa Chups,"Stand B5, C1, A4, A2, T2, T1 in Showbag Pavilion",6 × 6g Chupa Mini Smoothies,$1.20,
663,Chupa Chups,"Stand B5, C1, A4, A2, T2, T1 in Showbag Pavilion",6 × 6g Chupa Chuck lollipops,$0.60,
664,Chupa Chups,"Stand B5, C1, A4, A2, T2, T1 in Showbag Pavilion",Chupa inflatable beach ball,$3.95,
665,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",8 × 12g Chupa Chups original,$2.80,
666,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",8 × 12g Chupa Chups creamy,$2.80,
667,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",15 × 6g Chupa Mini Smoothies,$3.20,
668,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",35 × 6g Chupa Mini lollipops,$3.80,
669,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion","Optional, choose from one of:",,
670,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion","adventure time 42"" infl bat",$6.95,YES
671,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",inflatable Chupa Chups ball,$6.95,YES
672,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",jester hat,$6.95,YES
673,Chupa Chups Megabag,"Stand B5, C1, A4, A2, TS 1, T2 in Showbag Pavilion",Finger Spinner,$6.95,YES
674,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Avengers Comic,$2.95,
675,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Antman Comic,$2.95,
676,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Black Widow Comic,$2.95,
677,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Captain America Comic,$2.95,
678,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Nick Fury Comic,$2.95,
679,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Thor Comic,$2.95,
680,Comic Collectors Bag 1,"Stand A5, B4 in Showbag Pavilion",Ironman Comic,$2.95,
681,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Guardians Of The Galaxy Comic,$2.95,
682,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Wasp Comic,$2.95,
683,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Hawkeye Comic,$2.95,
684,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Spiderman Comic,$2.95,
685,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Falcon Comic,$2.95,
686,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Hulk Comic,$2.95,
687,Comic Collectors Bag 2,"Stand A5, B4 in Showbag Pavilion",Team Heroes Comic,$2.95,
688,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,MINKPINK Canvas Tote,$30.00,
689,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,MINKPINK Bamboo Floral Canvas Cosmetics Bag OR MINKPINK Gold Feather Umbrella,$30.00,
690,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Cosmopolitan (Current Issue),$7.95,
691,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,NW (Current Issue),$4.99,
692,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,OK! (Current Issue),$4.99,
693,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Cosmopolitan X MINKPINK Collective Voucher Book (Sponsored by Showpo),$391.00,
694,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,L'Oreal Paris Infallible Sexy Balm,$14.95,
695,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Hola Lemon Myrtle Moisturising Masque,$7.50,
696,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,14ml Neutrogena Oil-Free Acne Wash,$1.11,
697,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Sofy BeFresh Regular Wing Pads,$3.99,
698,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Ocean Spray Craisins,$1.79,
699,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Natralus Sachet Beauty Pack,$1.00,
700,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,10g Natralus Nourishing Pawpaw Lip Butter,$6.95,
701,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Studio Star Photography Voucher,$50.00,
702,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Lady Jayne Thick Snagless Elastics (10 Pack),$6.98,
703,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,170g The Chia Co. Apple Spice Chia Pods,$3.00,
704,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,490ml Yoosh Aloe Vera Drink,$2.42,
705,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,15g Abe's Bagel Crisps,$1.00,
706,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,750ml Frantelle Spring Water (with Hint of Berry Essence),$1.50,
707,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Wotnot Facial Wipes (5 Pack),$1.80,
708,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Aussie Bodies Lo Carb Whip'd Protein Bar,$2.59,
709,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Hello Fresh Voucher,$35.00,
710,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Tetley Tea (Passionfruit),$0.50,
711,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Tetley Tea (Cinnamon Orange),$0.50,
712,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Mentos Pure Fresh Gum (Spearmint),$1.00,
713,Cosmopolitan MINKPINK Showbag,Stand A3 in Showbag Pavilion,Mentos Choco Mint,$1.00,
714,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",12 × 15g Bite Size Crunchie,$7.20,
715,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",10 × 12g Bite Size Dairy Milk,$6.00,
716,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",2 × 15g Bite Size Boost,$1.20,
717,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",2 × 15g Bite Size Cherry Ripe,$1.20,
718,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",2 × 15g Bite Size Picnic,$1.20,
719,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",2 × 15g Dairy Milk Freddo,$1.40,
720,Crunchie $10,"Stand C1, B5, A4, A2, T1, T2 in Showbag Pavilion",2 × 26g Curly Wurly,$1.40,
721,Crunchie $6,"Stand T2, T1, A2, A4, B5, C1 in Showbag Pavilion",12 × 15g Bite Size Crunchie,$7.20,
722,Crunchie $6,"Stand T2, T1, A2, A4, B5, C1 in Showbag Pavilion",4 × 12g Bite Size Dairy Milk,$2.40,
723,Crunchie Treat,"Stand C1, B5, A4, TS 1 in Showbag Pavilion",7 × 15g Bite Size Crunchie,$4.20,
724,Crunchie Treat,"Stand C1, B5, A4, TS 1 in Showbag Pavilion",4 × 12g Bite Size Dairy Milk,$2.40,
725,Curly Wurly,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",5 × 26g Curly Wurly,$3.50,
726,Curly Wurly,"Stand A4, A2, B5, C1, T2, TS 1 in Showbag Pavilion",5 × 12g Bite Size Dairy Milk,$3.00,
727,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Cosmetic Case (choice of 2 colours),$29.95,
728,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Cream Contour Kit Light Medium,$14.99,
729,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Chubby Lip Crayon,$8.99,
730,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Absolute Lash Mascara,$14.99,
731,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Kohl Eye Pencil + Sharpener (Black),$6.99,
732,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Eye Palette,$9.99,
733,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Twist N Go Remover/Primer,$4.99,
734,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Quick Nail Polish,$7.99,
735,DB Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,www.dbcosmetics.com.au $10 voucher,$10.00,
736,DB Girl Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Mini Cosmetic Case (choice of 2 colours),$24.95,
737,DB Girl Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands 48 Shade Mineral Eye Shadow Palette,$19.99,
738,DB Girl Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Lavish Lip Gloss Fairy Floss,$8.99,
739,DB Girl Cosmetics Beauty Bag,Stand C2 in Showbag Pavilion,Designer Brands Liquid Glitter Eye Liner - Silver,$8.99,
